input,target
"""4 1 6 'cola'""","""Escribir 'cola'"""
"""4 1 6 'pila'""","""Escribir 'pila'"""
"""4 1 6 'nodo'""","""Escribir 'nodo'"""
"""4 1 6 'ruta'""","""Escribir 'ruta'"""
"""4 1 6 'raiz'""","""Escribir 'raiz'"""
"""4 1 6 'hoja'""","""Escribir 'hoja'"""
"""4 1 6 'rama'""","""Escribir 'rama'"""
"""4 1 6 'hijo'""","""Escribir 'hijo'"""
"""4 1 6 'modo'""","""Escribir 'modo'"""
"""4 1 6 'unir'""","""Escribir 'unir'"""
"""4 1 6 'item'""","""Escribir 'item'"""
"""4 1 6 'ruta'""","""Escribir 'ruta'"""
"""4 1 6 'host'""","""Escribir 'host'"""
"""4 1 6 'hash'""","""Escribir 'hash'"""
"""4 1 6 'byte'""","""Escribir 'byte'"""
"""4 1 6 'nulo'""","""Escribir 'nulo'"""
"""4 1 6 'hilo'""","""Escribir 'hilo'"""
"""4 1 6 'cola'""","""Escribir 'cola'"""
"""4 1 7 'count'""","""Escribir 'count'"""
"""4 1 7 'index'""","""Escribir 'index'"""
"""4 1 7 'total'""","""Escribir 'total'"""
"""4 1 7 'value'""","""Escribir 'value'"""
"""4 1 7 'input'""","""Escribir 'input'"""
"""4 1 7 'email'""","""Escribir 'email'"""
"""4 1 7 'width'""","""Escribir 'width'"""
"""4 1 7 'depth'""","""Escribir 'depth'"""
"""4 1 7 'speed'""","""Escribir 'speed'"""
"""4 1 7 'price'""","""Escribir 'price'"""
"""4 1 7 'limit'""","""Escribir 'limit'"""
"""4 1 7 'range'""","""Escribir 'range'"""
"""4 1 7 'ratio'""","""Escribir 'ratio'"""
"""4 1 7 'array'""","""Escribir 'array'"""
"""4 1 7 'queue'""","""Escribir 'queue'"""
"""4 1 7 'stack'""","""Escribir 'stack'"""
"""4 1 7 'graph'""","""Escribir 'graph'"""
"""4 1 7 'level'""","""Escribir 'level'"""
"""4 1 7 'depth'""","""Escribir 'depth'"""
"""4 1 7 'child'""","""Escribir 'child'"""
"""4 1 7 'class'""","""Escribir 'class'"""
"""4 1 7 'event'""","""Escribir 'event'"""
"""4 1 7 'state'""","""Escribir 'state'"""
"""4 1 7 'scope'""","""Escribir 'scope'"""
"""4 1 7 'query'""","""Escribir 'query'"""
"""4 1 7 'order'""","""Escribir 'order'"""
"""4 1 7 'group'""","""Escribir 'group'"""
"""4 1 7 'union'""","""Escribir 'union'"""
"""4 1 7 'entry'""","""Escribir 'entry'"""
"""4 1 7 'field'""","""Escribir 'field'"""
"""4 1 7 'value'""","""Escribir 'value'"""
"""4 1 7 'tuple'""","""Escribir 'tuple'"""
"""4 1 7 'cache'""","""Escribir 'cache'"""
"""4 1 7 'token'""","""Escribir 'token'"""
"""4 1 7 'regex'""","""Escribir 'regex'"""
"""4 1 7 'float'""","""Escribir 'float'"""
"""4 1 7 'false'""","""Escribir 'false'"""
"""4 1 7 'local'""","""Escribir 'local'"""
"""4 1 7 'queue'""","""Escribir 'queue'"""
"""4 1 7 'timer'""","""Escribir 'timer'"""
"""4 1 7 'delay'""","""Escribir 'delay'"""
"""4 1 7 'total'""","""Escribir 'total'"""
"""4 1 7 'datos'""","""Escribir 'datos'"""
"""4 1 7 'valor'""","""Escribir 'valor'"""
"""4 1 7 'ancho'""","""Escribir 'ancho'"""
"""4 1 7 'radio'""","""Escribir 'radio'"""
"""4 1 7 'fecha'""","""Escribir 'fecha'"""
"""4 1 7 'costo'""","""Escribir 'costo'"""
"""4 1 7 'monto'""","""Escribir 'monto'"""
"""4 1 7 'saldo'""","""Escribir 'saldo'"""
"""4 1 7 'rango'""","""Escribir 'rango'"""
"""4 1 7 'ratio'""","""Escribir 'ratio'"""
"""4 1 7 'lista'""","""Escribir 'lista'"""
"""4 1 7 'arbol'""","""Escribir 'arbol'"""
"""4 1 7 'grafo'""","""Escribir 'grafo'"""
"""4 1 7 'nivel'""","""Escribir 'nivel'"""
"""4 1 7 'padre'""","""Escribir 'padre'"""
"""4 1 7 'clase'""","""Escribir 'clase'"""
"""4 1 7 'orden'""","""Escribir 'orden'"""
"""4 1 7 'grupo'""","""Escribir 'grupo'"""
"""4 1 7 'union'""","""Escribir 'union'"""
"""4 1 7 'campo'""","""Escribir 'campo'"""
"""4 1 7 'clave'""","""Escribir 'clave'"""
"""4 1 7 'valor'""","""Escribir 'valor'"""
"""4 1 7 'tupla'""","""Escribir 'tupla'"""
"""4 1 7 'flujo'""","""Escribir 'flujo'"""
"""4 1 7 'cache'""","""Escribir 'cache'"""
"""4 1 7 'disco'""","""Escribir 'disco'"""
"""4 1 7 'token'""","""Escribir 'token'"""
"""4 1 7 'clave'""","""Escribir 'clave'"""
"""4 1 7 'regex'""","""Escribir 'regex'"""
"""4 1 7 'texto'""","""Escribir 'texto'"""
"""4 1 7 'doble'""","""Escribir 'doble'"""
"""4 1 7 'FALSO'""","""Escribir 'FALSO'"""
"""4 1 7 'local'""","""Escribir 'local'"""
"""4 1 7 'tarea'""","""Escribir 'tarea'"""
"""4 1 8 'result'""","""Escribir 'result'"""
"""4 1 8 'output'""","""Escribir 'output'"""
"""4 1 8 'buffer'""","""Escribir 'buffer'"""
"""4 1 8 'length'""","""Escribir 'length'"""
"""4 1 8 'height'""","""Escribir 'height'"""
"""4 1 8 'radius'""","""Escribir 'radius'"""
"""4 1 8 'volume'""","""Escribir 'volume'"""
"""4 1 8 'weight'""","""Escribir 'weight'"""
"""4 1 8 'amount'""","""Escribir 'amount'"""
"""4 1 8 'offset'""","""Escribir 'offset'"""
"""4 1 8 'median'""","""Escribir 'median'"""
"""4 1 8 'factor'""","""Escribir 'factor'"""
"""4 1 8 'column'""","""Escribir 'column'"""
"""4 1 8 'matrix'""","""Escribir 'matrix'"""
"""4 1 8 'vertex'""","""Escribir 'vertex'"""
"""4 1 8 'branch'""","""Escribir 'branch'"""
"""4 1 8 'parent'""","""Escribir 'parent'"""
"""4 1 8 'object'""","""Escribir 'object'"""
"""4 1 8 'method'""","""Escribir 'method'"""
"""4 1 8 'status'""","""Escribir 'status'"""
"""4 1 8 'option'""","""Escribir 'option'"""
"""4 1 8 'module'""","""Escribir 'module'"""
"""4 1 8 'header'""","""Escribir 'header'"""
"""4 1 8 'filter'""","""Escribir 'filter'"""
"""4 1 8 'subset'""","""Escribir 'subset'"""
"""4 1 8 'record'""","""Escribir 'record'"""
"""4 1 8 'stream'""","""Escribir 'stream'"""
"""4 1 8 'buffer'""","""Escribir 'buffer'"""
"""4 1 8 'memory'""","""Escribir 'memory'"""
"""4 1 8 'folder'""","""Escribir 'folder'"""
"""4 1 8 'domain'""","""Escribir 'domain'"""
"""4 1 8 'socket'""","""Escribir 'socket'"""
"""4 1 8 'secret'""","""Escribir 'secret'"""
"""4 1 8 'cipher'""","""Escribir 'cipher'"""
"""4 1 8 'string'""","""Escribir 'string'"""
"""4 1 8 'double'""","""Escribir 'double'"""
"""4 1 8 'global'""","""Escribir 'global'"""
"""4 1 8 'static'""","""Escribir 'static'"""
"""4 1 8 'thread'""","""Escribir 'thread'"""
"""4 1 8 'indice'""","""Escribir 'indice'"""
"""4 1 8 'salida'""","""Escribir 'salida'"""
"""4 1 8 'correo'""","""Escribir 'correo'"""
"""4 1 8 'buffer'""","""Escribir 'buffer'"""
"""4 1 8 'tamaño'""","""Escribir 'tamaño'"""
"""4 1 8 'tiempo'""","""Escribir 'tiempo'"""
"""4 1 8 'precio'""","""Escribir 'precio'"""
"""4 1 8 'limite'""","""Escribir 'limite'"""
"""4 1 8 'umbral'""","""Escribir 'umbral'"""
"""4 1 8 'factor'""","""Escribir 'factor'"""
"""4 1 8 'matriz'""","""Escribir 'matriz'"""
"""4 1 8 'arista'""","""Escribir 'arista'"""
"""4 1 8 'objeto'""","""Escribir 'objeto'"""
"""4 1 8 'metodo'""","""Escribir 'metodo'"""
"""4 1 8 'evento'""","""Escribir 'evento'"""
"""4 1 8 'estado'""","""Escribir 'estado'"""
"""4 1 8 'opcion'""","""Escribir 'opcion'"""
"""4 1 8 'ajuste'""","""Escribir 'ajuste'"""
"""4 1 8 'modulo'""","""Escribir 'modulo'"""
"""4 1 8 'cuerpo'""","""Escribir 'cuerpo'"""
"""4 1 8 'filtro'""","""Escribir 'filtro'"""
"""4 1 8 'buffer'""","""Escribir 'buffer'"""
"""4 1 8 'puerto'""","""Escribir 'puerto'"""
"""4 1 8 'socket'""","""Escribir 'socket'"""
"""4 1 8 'sesion'""","""Escribir 'sesion'"""
"""4 1 8 'patron'""","""Escribir 'patron'"""
"""4 1 8 'cadena'""","""Escribir 'cadena'"""
"""4 1 8 'entero'""","""Escribir 'entero'"""
"""4 1 8 'global'""","""Escribir 'global'"""
"""4 1 9 'balance'""","""Escribir 'balance'"""
"""4 1 9 'average'""","""Escribir 'average'"""
"""4 1 9 'divisor'""","""Escribir 'divisor'"""
"""4 1 9 'product'""","""Escribir 'product'"""
"""4 1 9 'sibling'""","""Escribir 'sibling'"""
"""4 1 9 'pointer'""","""Escribir 'pointer'"""
"""4 1 9 'handler'""","""Escribir 'handler'"""
"""4 1 9 'setting'""","""Escribir 'setting'"""
"""4 1 9 'context'""","""Escribir 'context'"""
"""4 1 9 'package'""","""Escribir 'package'"""
"""4 1 9 'library'""","""Escribir 'library'"""
"""4 1 9 'request'""","""Escribir 'request'"""
"""4 1 9 'payload'""","""Escribir 'payload'"""
"""4 1 9 'element'""","""Escribir 'element'"""
"""4 1 9 'storage'""","""Escribir 'storage'"""
"""4 1 9 'address'""","""Escribir 'address'"""
"""4 1 9 'network'""","""Escribir 'network'"""
"""4 1 9 'session'""","""Escribir 'session'"""
"""4 1 9 'pattern'""","""Escribir 'pattern'"""
"""4 1 9 'integer'""","""Escribir 'integer'"""
"""4 1 9 'boolean'""","""Escribir 'boolean'"""
"""4 1 9 'dynamic'""","""Escribir 'dynamic'"""
"""4 1 9 'mutable'""","""Escribir 'mutable'"""
"""4 1 9 'process'""","""Escribir 'process'"""
"""4 1 9 'timeout'""","""Escribir 'timeout'"""
"""4 1 9 'entrada'""","""Escribir 'entrada'"""
"""4 1 9 'bandera'""","""Escribir 'bandera'"""
"""4 1 9 'volumen'""","""Escribir 'volumen'"""
"""4 1 9 'mediana'""","""Escribir 'mediana'"""
"""4 1 9 'divisor'""","""Escribir 'divisor'"""
"""4 1 9 'residuo'""","""Escribir 'residuo'"""
"""4 1 9 'columna'""","""Escribir 'columna'"""
"""4 1 9 'arreglo'""","""Escribir 'arreglo'"""
"""4 1 9 'vertice'""","""Escribir 'vertice'"""
"""4 1 9 'hermano'""","""Escribir 'hermano'"""
"""4 1 9 'puntero'""","""Escribir 'puntero'"""
"""4 1 9 'funcion'""","""Escribir 'funcion'"""
"""4 1 9 'estatus'""","""Escribir 'estatus'"""
"""4 1 9 'entorno'""","""Escribir 'entorno'"""
"""4 1 9 'alcance'""","""Escribir 'alcance'"""
"""4 1 9 'paquete'""","""Escribir 'paquete'"""
"""4 1 9 'ordenar'""","""Escribir 'ordenar'"""
"""4 1 9 'agregar'""","""Escribir 'agregar'"""
"""4 1 9 'entrada'""","""Escribir 'entrada'"""
"""4 1 9 'memoria'""","""Escribir 'memoria'"""
"""4 1 9 'archivo'""","""Escribir 'archivo'"""
"""4 1 9 'carpeta'""","""Escribir 'carpeta'"""
"""4 1 9 'dominio'""","""Escribir 'dominio'"""
"""4 1 9 'secreto'""","""Escribir 'secreto'"""
"""4 1 9 'cifrado'""","""Escribir 'cifrado'"""
"""4 1 9 'volatil'""","""Escribir 'volatil'"""
"""4 1 9 'mutable'""","""Escribir 'mutable'"""
"""4 1 9 'proceso'""","""Escribir 'proceso'"""
"""4 1 9 'trabajo'""","""Escribir 'trabajo'"""
"""4 1 9 'retraso'""","""Escribir 'retraso'"""
"""4 1 10 'is_valid'""","""Escribir 'is_valid'"""
"""4 1 10 'password'""","""Escribir 'password'"""
"""4 1 10 'distance'""","""Escribir 'distance'"""
"""4 1 10 'interval'""","""Escribir 'interval'"""
"""4 1 10 'duration'""","""Escribir 'duration'"""
"""4 1 10 'discount'""","""Escribir 'discount'"""
"""4 1 10 'quantity'""","""Escribir 'quantity'"""
"""4 1 10 'variance'""","""Escribir 'variance'"""
"""4 1 10 'dividend'""","""Escribir 'dividend'"""
"""4 1 10 'quotient'""","""Escribir 'quotient'"""
"""4 1 10 'ancestor'""","""Escribir 'ancestor'"""
"""4 1 10 'instance'""","""Escribir 'instance'"""
"""4 1 10 'function'""","""Escribir 'function'"""
"""4 1 10 'argument'""","""Escribir 'argument'"""
"""4 1 10 'callback'""","""Escribir 'callback'"""
"""4 1 10 'listener'""","""Escribir 'listener'"""
"""4 1 10 'observer'""","""Escribir 'observer'"""
"""4 1 10 'endpoint'""","""Escribir 'endpoint'"""
"""4 1 10 'response'""","""Escribir 'response'"""
"""4 1 10 'superset'""","""Escribir 'superset'"""
"""4 1 10 'property'""","""Escribir 'property'"""
"""4 1 10 'sequence'""","""Escribir 'sequence'"""
"""4 1 10 'protocol'""","""Escribir 'protocol'"""
"""4 1 10 'infinity'""","""Escribir 'infinity'"""
"""4 1 10 'constant'""","""Escribir 'constant'"""
"""4 1 10 'variable'""","""Escribir 'variable'"""
"""4 1 10 'volatile'""","""Escribir 'volatile'"""
"""4 1 10 'contador'""","""Escribir 'contador'"""
"""4 1 10 'temporal'""","""Escribir 'temporal'"""
"""4 1 10 'longitud'""","""Escribir 'longitud'"""
"""4 1 10 'duracion'""","""Escribir 'duracion'"""
"""4 1 10 'impuesto'""","""Escribir 'impuesto'"""
"""4 1 10 'cantidad'""","""Escribir 'cantidad'"""
"""4 1 10 'promedio'""","""Escribir 'promedio'"""
"""4 1 10 'varianza'""","""Escribir 'varianza'"""
"""4 1 10 'cociente'""","""Escribir 'cociente'"""
"""4 1 10 'producto'""","""Escribir 'producto'"""
"""4 1 10 'conjunto'""","""Escribir 'conjunto'"""
"""4 1 10 'ancestro'""","""Escribir 'ancestro'"""
"""4 1 10 'callback'""","""Escribir 'callback'"""
"""4 1 10 'contexto'""","""Escribir 'contexto'"""
"""4 1 10 'libreria'""","""Escribir 'libreria'"""
"""4 1 10 'cabecera'""","""Escribir 'cabecera'"""
"""4 1 10 'consulta'""","""Escribir 'consulta'"""
"""4 1 10 'elemento'""","""Escribir 'elemento'"""
"""4 1 10 'registro'""","""Escribir 'registro'"""
"""4 1 10 'atributo'""","""Escribir 'atributo'"""
"""4 1 10 'conexion'""","""Escribir 'conexion'"""
"""4 1 10 'caracter'""","""Escribir 'caracter'"""
"""4 1 10 'flotante'""","""Escribir 'flotante'"""
"""4 1 10 'booleano'""","""Escribir 'booleano'"""
"""4 1 10 'infinito'""","""Escribir 'infinito'"""
"""4 1 10 'variable'""","""Escribir 'variable'"""
"""4 1 10 'estatico'""","""Escribir 'estatico'"""
"""4 1 10 'dinamico'""","""Escribir 'dinamico'"""
"""4 1 11 'user_name'""","""Escribir 'user_name'"""
"""4 1 11 'file_name'""","""Escribir 'file_name'"""
"""4 1 11 'file_path'""","""Escribir 'file_path'"""
"""4 1 11 'timestamp'""","""Escribir 'timestamp'"""
"""4 1 11 'frequency'""","""Escribir 'frequency'"""
"""4 1 11 'threshold'""","""Escribir 'threshold'"""
"""4 1 11 'min_value'""","""Escribir 'min_value'"""
"""4 1 11 'max_value'""","""Escribir 'max_value'"""
"""4 1 11 'deviation'""","""Escribir 'deviation'"""
"""4 1 11 'remainder'""","""Escribir 'remainder'"""
"""4 1 11 'increment'""","""Escribir 'increment'"""
"""4 1 11 'decrement'""","""Escribir 'decrement'"""
"""4 1 11 'iteration'""","""Escribir 'iteration'"""
"""4 1 11 'reference'""","""Escribir 'reference'"""
"""4 1 11 'parameter'""","""Escribir 'parameter'"""
"""4 1 11 'namespace'""","""Escribir 'namespace'"""
"""4 1 11 'framework'""","""Escribir 'framework'"""
"""4 1 11 'aggregate'""","""Escribir 'aggregate'"""
"""4 1 11 'attribute'""","""Escribir 'attribute'"""
"""4 1 11 'directory'""","""Escribir 'directory'"""
"""4 1 11 'algorithm'""","""Escribir 'algorithm'"""
"""4 1 11 'undefined'""","""Escribir 'undefined'"""
"""4 1 11 'immutable'""","""Escribir 'immutable'"""
"""4 1 11 'scheduler'""","""Escribir 'scheduler'"""
"""4 1 11 'resultado'""","""Escribir 'resultado'"""
"""4 1 11 'es_valido'""","""Escribir 'es_valido'"""
"""4 1 11 'distancia'""","""Escribir 'distancia'"""
"""4 1 11 'velocidad'""","""Escribir 'velocidad'"""
"""4 1 11 'intervalo'""","""Escribir 'intervalo'"""
"""4 1 11 'descuento'""","""Escribir 'descuento'"""
"""4 1 11 'dividendo'""","""Escribir 'dividendo'"""
"""4 1 11 'iteracion'""","""Escribir 'iteracion'"""
"""4 1 11 'instancia'""","""Escribir 'instancia'"""
"""4 1 11 'parametro'""","""Escribir 'parametro'"""
"""4 1 11 'argumento'""","""Escribir 'argumento'"""
"""4 1 11 'manejador'""","""Escribir 'manejador'"""
"""4 1 11 'solicitud'""","""Escribir 'solicitud'"""
"""4 1 11 'respuesta'""","""Escribir 'respuesta'"""
"""4 1 11 'propiedad'""","""Escribir 'propiedad'"""
"""4 1 11 'coleccion'""","""Escribir 'coleccion'"""
"""4 1 11 'secuencia'""","""Escribir 'secuencia'"""
"""4 1 11 'protocolo'""","""Escribir 'protocolo'"""
"""4 1 11 'direccion'""","""Escribir 'direccion'"""
"""4 1 11 'algoritmo'""","""Escribir 'algoritmo'"""
"""4 1 11 'expresion'""","""Escribir 'expresion'"""
"""4 1 11 'VERDADERO'""","""Escribir 'VERDADERO'"""
"""4 1 11 'constante'""","""Escribir 'constante'"""
"""4 1 11 'inmutable'""","""Escribir 'inmutable'"""
"""4 1 12 'percentage'""","""Escribir 'percentage'"""
"""4 1 12 'multiplier'""","""Escribir 'multiplier'"""
"""4 1 12 'difference'""","""Escribir 'difference'"""
"""4 1 12 'loop_count'""","""Escribir 'loop_count'"""
"""4 1 12 'dictionary'""","""Escribir 'dictionary'"""
"""4 1 12 'descendant'""","""Escribir 'descendant'"""
"""4 1 12 'preference'""","""Escribir 'preference'"""
"""4 1 12 'difference'""","""Escribir 'difference'"""
"""4 1 12 'complement'""","""Escribir 'complement'"""
"""4 1 12 'collection'""","""Escribir 'collection'"""
"""4 1 12 'connection'""","""Escribir 'connection'"""
"""4 1 12 'encryption'""","""Escribir 'encryption'"""
"""4 1 12 'decryption'""","""Escribir 'decryption'"""
"""4 1 12 'expression'""","""Escribir 'expression'"""
"""4 1 12 'contraseña'""","""Escribir 'contraseña'"""
"""4 1 12 'frecuencia'""","""Escribir 'frecuencia'"""
"""4 1 12 'desviacion'""","""Escribir 'desviacion'"""
"""4 1 12 'porcentaje'""","""Escribir 'porcentaje'"""
"""4 1 12 'diferencia'""","""Escribir 'diferencia'"""
"""4 1 12 'incremento'""","""Escribir 'incremento'"""
"""4 1 12 'decremento'""","""Escribir 'decremento'"""
"""4 1 12 'referencia'""","""Escribir 'referencia'"""
"""4 1 12 'escuchador'""","""Escribir 'escuchador'"""
"""4 1 12 'observador'""","""Escribir 'observador'"""
"""4 1 12 'carga_util'""","""Escribir 'carga_util'"""
"""4 1 12 'diferencia'""","""Escribir 'diferencia'"""
"""4 1 12 'directorio'""","""Escribir 'directorio'"""
"""4 1 12 'indefinido'""","""Escribir 'indefinido'"""
"""4 1 13 'total_price'""","""Escribir 'total_price'"""
"""4 1 13 'environment'""","""Escribir 'environment'"""
"""4 1 13 'profundidad'""","""Escribir 'profundidad'"""
"""4 1 13 'diccionario'""","""Escribir 'diccionario'"""
"""4 1 13 'profundidad'""","""Escribir 'profundidad'"""
"""4 1 13 'preferencia'""","""Escribir 'preferencia'"""
"""4 1 13 'punto_final'""","""Escribir 'punto_final'"""
"""4 1 13 'complemento'""","""Escribir 'complemento'"""
"""4 1 13 'subconjunto'""","""Escribir 'subconjunto'"""
"""4 1 13 'enumeracion'""","""Escribir 'enumeracion'"""
"""4 1 14 'return_value'""","""Escribir 'return_value'"""
"""4 1 14 'intersection'""","""Escribir 'intersection'"""
"""4 1 14 'ruta_archivo'""","""Escribir 'ruta_archivo'"""
"""4 1 14 'marca_tiempo'""","""Escribir 'marca_tiempo'"""
"""4 1 14 'precio_total'""","""Escribir 'precio_total'"""
"""4 1 14 'valor_minimo'""","""Escribir 'valor_minimo'"""
"""4 1 14 'valor_maximo'""","""Escribir 'valor_maximo'"""
"""4 1 14 'descendiente'""","""Escribir 'descendiente'"""
"""4 1 14 'interseccion'""","""Escribir 'interseccion'"""
"""4 1 14 'encriptacion'""","""Escribir 'encriptacion'"""
"""4 1 14 'planificador'""","""Escribir 'planificador'"""
"""4 1 14 'temporizador'""","""Escribir 'temporizador'"""
"""4 1 15 'configuration'""","""Escribir 'configuration'"""
"""4 1 15 'multiplicador'""","""Escribir 'multiplicador'"""
"""4 1 15 'valor_retorno'""","""Escribir 'valor_retorno'"""
"""4 1 15 'configuracion'""","""Escribir 'configuracion'"""
"""4 1 15 'marco_trabajo'""","""Escribir 'marco_trabajo'"""
"""4 1 15 'superconjunto'""","""Escribir 'superconjunto'"""
"""4 1 15 'tiempo_espera'""","""Escribir 'tiempo_espera'"""
"""4 1 16 'nombre_usuario'""","""Escribir 'nombre_usuario'"""
"""4 1 16 'nombre_archivo'""","""Escribir 'nombre_archivo'"""
"""4 1 16 'desplazamiento'""","""Escribir 'desplazamiento'"""
"""4 1 16 'contador_bucle'""","""Escribir 'contador_bucle'"""
"""4 1 16 'almacenamiento'""","""Escribir 'almacenamiento'"""
"""4 1 17 'espacio_nombres'""","""Escribir 'espacio_nombres'"""
"""4 1 17 'desencriptacion'""","""Escribir 'desencriptacion'"""
"""5 1 4 'ip'""","""Leer 'ip'"""
"""5 1 4 'ip'""","""Leer 'ip'"""
"""5 1 5 'sum'""","""Leer 'sum'"""
"""5 1 5 'tax'""","""Leer 'tax'"""
"""5 1 5 'row'""","""Leer 'row'"""
"""5 1 5 'map'""","""Leer 'map'"""
"""5 1 5 'set'""","""Leer 'set'"""
"""5 1 5 'api'""","""Leer 'api'"""
"""5 1 5 'key'""","""Leer 'key'"""
"""5 1 5 'url'""","""Leer 'url'"""
"""5 1 5 'uri'""","""Leer 'uri'"""
"""5 1 5 'key'""","""Leer 'key'"""
"""5 1 5 'bit'""","""Leer 'bit'"""
"""5 1 5 'nan'""","""Leer 'nan'"""
"""5 1 5 'job'""","""Leer 'job'"""
"""5 1 5 'api'""","""Leer 'api'"""
"""5 1 5 'par'""","""Leer 'par'"""
"""5 1 5 'url'""","""Leer 'url'"""
"""5 1 5 'uri'""","""Leer 'uri'"""
"""5 1 5 'red'""","""Leer 'red'"""
"""5 1 5 'sal'""","""Leer 'sal'"""
"""5 1 5 'bit'""","""Leer 'bit'"""
"""5 1 5 'nan'""","""Leer 'nan'"""
"""5 1 6 'data'""","""Leer 'data'"""
"""5 1 6 'temp'""","""Leer 'temp'"""
"""5 1 6 'flag'""","""Leer 'flag'"""
"""5 1 6 'size'""","""Leer 'size'"""
"""5 1 6 'area'""","""Leer 'area'"""
"""5 1 6 'time'""","""Leer 'time'"""
"""5 1 6 'date'""","""Leer 'date'"""
"""5 1 6 'rate'""","""Leer 'rate'"""
"""5 1 6 'cost'""","""Leer 'cost'"""
"""5 1 6 'mode'""","""Leer 'mode'"""
"""5 1 6 'step'""","""Leer 'step'"""
"""5 1 6 'list'""","""Leer 'list'"""
"""5 1 6 'tree'""","""Leer 'tree'"""
"""5 1 6 'node'""","""Leer 'node'"""
"""5 1 6 'edge'""","""Leer 'edge'"""
"""5 1 6 'path'""","""Leer 'path'"""
"""5 1 6 'root'""","""Leer 'root'"""
"""5 1 6 'leaf'""","""Leer 'leaf'"""
"""5 1 6 'mode'""","""Leer 'mode'"""
"""5 1 6 'body'""","""Leer 'body'"""
"""5 1 6 'sort'""","""Leer 'sort'"""
"""5 1 6 'join'""","""Leer 'join'"""
"""5 1 6 'item'""","""Leer 'item'"""
"""5 1 6 'pair'""","""Leer 'pair'"""
"""5 1 6 'disk'""","""Leer 'disk'"""
"""5 1 6 'file'""","""Leer 'file'"""
"""5 1 6 'path'""","""Leer 'path'"""
"""5 1 6 'host'""","""Leer 'host'"""
"""5 1 6 'port'""","""Leer 'port'"""
"""5 1 6 'hash'""","""Leer 'hash'"""
"""5 1 6 'salt'""","""Leer 'salt'"""
"""5 1 6 'text'""","""Leer 'text'"""
"""5 1 6 'char'""","""Leer 'char'"""
"""5 1 6 'byte'""","""Leer 'byte'"""
"""5 1 6 'true'""","""Leer 'true'"""
"""5 1 6 'null'""","""Leer 'null'"""
"""5 1 6 'enum'""","""Leer 'enum'"""
"""5 1 6 'task'""","""Leer 'task'"""
"""5 1 6 'suma'""","""Leer 'suma'"""
"""5 1 6 'alto'""","""Leer 'alto'"""
"""5 1 6 'area'""","""Leer 'area'"""
"""5 1 6 'peso'""","""Leer 'peso'"""
"""5 1 6 'tasa'""","""Leer 'tasa'"""
"""5 1 6 'moda'""","""Leer 'moda'"""
"""5 1 6 'paso'""","""Leer 'paso'"""
"""5 1 6 'fila'""","""Leer 'fila'"""
"""5 1 6 'mapa'""","""Leer 'mapa'"""
"""5 1 6 'cola'""","""Leer 'cola'"""
"""5 1 6 'pila'""","""Leer 'pila'"""
"""5 1 6 'nodo'""","""Leer 'nodo'"""
"""5 1 6 'ruta'""","""Leer 'ruta'"""
"""5 1 6 'raiz'""","""Leer 'raiz'"""
"""5 1 6 'hoja'""","""Leer 'hoja'"""
"""5 1 6 'rama'""","""Leer 'rama'"""
"""5 1 6 'hijo'""","""Leer 'hijo'"""
"""5 1 6 'modo'""","""Leer 'modo'"""
"""5 1 6 'unir'""","""Leer 'unir'"""
"""5 1 6 'item'""","""Leer 'item'"""
"""5 1 6 'ruta'""","""Leer 'ruta'"""
"""5 1 6 'host'""","""Leer 'host'"""
"""5 1 6 'hash'""","""Leer 'hash'"""
"""5 1 6 'byte'""","""Leer 'byte'"""
"""5 1 6 'nulo'""","""Leer 'nulo'"""
"""5 1 6 'hilo'""","""Leer 'hilo'"""
"""5 1 6 'cola'""","""Leer 'cola'"""
"""5 1 7 'count'""","""Leer 'count'"""
"""5 1 7 'index'""","""Leer 'index'"""
"""5 1 7 'total'""","""Leer 'total'"""
"""5 1 7 'value'""","""Leer 'value'"""
"""5 1 7 'input'""","""Leer 'input'"""
"""5 1 7 'email'""","""Leer 'email'"""
"""5 1 7 'width'""","""Leer 'width'"""
"""5 1 7 'depth'""","""Leer 'depth'"""
"""5 1 7 'speed'""","""Leer 'speed'"""
"""5 1 7 'price'""","""Leer 'price'"""
"""5 1 7 'limit'""","""Leer 'limit'"""
"""5 1 7 'range'""","""Leer 'range'"""
"""5 1 7 'ratio'""","""Leer 'ratio'"""
"""5 1 7 'array'""","""Leer 'array'"""
"""5 1 7 'queue'""","""Leer 'queue'"""
"""5 1 7 'stack'""","""Leer 'stack'"""
"""5 1 7 'graph'""","""Leer 'graph'"""
"""5 1 7 'level'""","""Leer 'level'"""
"""5 1 7 'depth'""","""Leer 'depth'"""
"""5 1 7 'child'""","""Leer 'child'"""
"""5 1 7 'class'""","""Leer 'class'"""
"""5 1 7 'event'""","""Leer 'event'"""
"""5 1 7 'state'""","""Leer 'state'"""
"""5 1 7 'scope'""","""Leer 'scope'"""
"""5 1 7 'query'""","""Leer 'query'"""
"""5 1 7 'order'""","""Leer 'order'"""
"""5 1 7 'group'""","""Leer 'group'"""
"""5 1 7 'union'""","""Leer 'union'"""
"""5 1 7 'entry'""","""Leer 'entry'"""
"""5 1 7 'field'""","""Leer 'field'"""
"""5 1 7 'value'""","""Leer 'value'"""
"""5 1 7 'tuple'""","""Leer 'tuple'"""
"""5 1 7 'cache'""","""Leer 'cache'"""
"""5 1 7 'token'""","""Leer 'token'"""
